u_current,v_current,u_wind,v_wind,windage,sst,duration_hours,observed_area_km2,aspect_ratio,oil_density,oil_viscosity,dx_residual_meters,dy_residual_meters,uncertainty_scale
-0.5985,0.0581,-5.393,-13.069,0.0342,31.37,18.54,41.67,2.16,865.7,105.5,-9781.85,-9225.98,1.434
-0.7118,-0.7141,-15.003,0.244,0.0276,24.46,65.59,53.46,2.45,882.2,19.3,-48459.16,19483.94,2.659
0.2456,-0.5895,8.084,-13.444,0.0383,30.36,37.19,52.51,2.52,928.1,122.3,-845.62,-31785.89,1.972
0.3717,0.1224,-6.786,-0.842,0.0293,28.55,47.93,58.69,2.44,907.6,87.2,-14279.48,5525.09,1.54
-0.8431,-0.3666,10.185,9.49,0.0337,30.1,31.08,30.97,2.76,863.1,81.7,20604.83,4892.23,1.787
0.7852,0.789,-2.064,-8.702,0.029,14.21,46.17,49.93,3.85,874.1,155.5,-18234.28,-22372.85,1.717
-0.8065,0.5737,-0.53,-0.692,0.036,31.39,29.01,25.92,3.87,862.8,9.1,-1332.34,-492.75,0.994
0.0743,0.8704,10.005,17.713,0.0273,22.52,25.78,25.63,3.79,903.3,49.0,21483.59,17262.69,1.911
0.3763,-0.4326,-4.235,6.719,0.0255,28.37,46.41,15.57,1.35,866.6,26.2,-2051.47,18174.88,1.641
0.6677,0.8455,-2.047,12.289,0.026,16.29,43.37,49.19,3.8,921.6,11.2,7088.05,31400.49,1.873
0.3854,-0.1238,-4.457,-3.065,0.0441,21.13,22.55,59.16,1.42,901.2,53.2,-7453.14,152.68,1.243
0.5431,-0.2745,-4.776,9.643,0.0278,18.89,12.45,15.75,1.44,840.4,178.0,-448.7,9723.63,1.215
-0.289,-0.8094,0.934,-16.542,0.0392,19.25,27.8,3.84,4.32,863.4,52.3,-13959.3,-24610.12,1.757
0.5667,-0.805,11.117,-13.575,0.0264,16.22,31.06,49.02,3.87,851.0,121.1,10668.18,-34670.65,1.896
-0.7558,0.3456,-4.976,-10.689,0.0272,28.5,46.01,37.4,2.93,874.6,25.7,-19146.34,-16563.26,1.783
0.7107,-0.0757,0.873,-3.53,0.0352,14.17,66.02,57.6,4.06,892.2,110.3,-6425.43,-14218.08,1.374
0.0857,-0.4923,6.146,12.447,0.0343,19.63,4.53,15.51,4.46,890.9,177.3,3617.05,2155.31,1.141
0.5711,0.2051,-8.3,-5.534,0.044,17.14,19.06,4.73,3.14,925.6,56.1,-12145.88,-94.92,1.316
-0.0858,-0.4449,-8.009,5.566,0.0439,24.6,15.56,29.8,3.15,846.5,153.4,-2949.06,9055.36,1.189
0.2584,0.1397,15.603,7.535,0.0406,18.58,37.16,5.59,3.64,952.5,179.6,46013.01,-6347.83,2.121
0.0475,-0.2534,8.047,3.103,0.037,18.66,32.08,16.08,1.81,868.0,108.0,17285.14,-1993.59,1.446
0.4169,0.5824,2.779,-5.139,0.0341,22.79,53.03,8.0,1.58,862.0,59.1,695.17,-16076.93,1.455
-0.7531,0.5773,5.318,2.774,0.0321,25.75,18.97,13.84,3.66,915.9,122.9,7083.9,-528.82,1.3
-0.7914,-0.0408,-16.945,-5.678,0.0439,16.18,43.61,6.82,2.21,932.8,152.8,-54048.73,17242.7,2.246
-0.4552,-0.2685,4.252,-14.981,0.0371,17.16,63.87,57.26,1.47,873.0,35.0,-17149.88,-58604.1,2.702
-0.6128,-0.2474,0.342,17.741,0.0366,18.45,65.75,17.07,2.1,924.6,84.2,38932.01,61775.29,2.906
0.6692,0.5503,1.647,-13.421,0.0296,31.53,69.11,26.91,2.26,943.7,60.9,-12212.44,-42412.91,2.564
-0.5054,-0.3093,-5.061,-15.395,0.0259,21.15,56.13,53.97,4.38,927.4,54.6,-34915.45,-38823.71,2.471
0.8566,-0.5237,-15.067,13.627,0.0439,24.78,65.42,40.8,3.44,824.8,155.6,-18615.22,82990.53,3.153
-0.2936,-0.7476,-11.04,-7.134,0.0313,18.35,18.42,37.27,2.86,935.8,78.8,-14992.53,-1605.42,1.43
-0.5722,-0.06,16.227,5.411,0.0339,22.83,15.83,42.48,4.39,928.4,64.3,14726.24,-2897.82,1.472
0.5215,-0.0322,-3.287,-6.156,0.0273,15.33,2.45,49.81,4.16,913.7,110.6,-650.05,-731.99,1.086
0.2857,0.6136,-1.199,-3.908,0.0417,14.63,51.48,52.72,2.79,926.4,43.4,-10465.29,-7651.36,1.349
-0.0032,-0.5018,-16.102,-8.564,0.0256,22.44,67.62,38.74,4.17,957.1,45.2,-67665.75,-5629.44,3.167
0.0997,-0.2142,-16.648,-5.65,0.0417,21.18,15.09,53.46,2.42,880.4,96.1,-15892.1,4188.6,1.455
0.3946,0.5551,7.819,-3.215,0.0278,16.46,46.59,32.36,1.81,829.4,76.6,16207.03,-15022.36,1.685
-0.4888,0.5825,1.371,7.935,0.0427,26.38,54.25,17.0,1.81,884.5,56.6,16055.11,18781.98,1.66
0.8934,-0.2077,0.313,0.415,0.0396,31.87,66.93,52.86,3.32,826.5,14.4,541.11,2056.37,1.027
0.8546,-0.0736,-9.248,15.968,0.0283,21.12,47.28,32.72,2.75,861.2,96.1,-4836.13,51935.03,2.48
0.2706,-0.3541,8.811,-16.492,0.0363,25.24,69.92,54.42,3.31,902.2,147.9,-1809.78,-75833.82,3.175
-0.5408,0.7786,-11.943,0.11,0.0313,31.33,26.13,2.89,3.4,863.3,154.0,-14662.84,7190.35,1.529
0.3244,-0.6864,-11.162,3.032,0.0286,28.97,26.49,24.15,1.08,916.0,46.2,-10789.49,8763.03,1.47
-0.77,0.7807,-1.414,15.127,0.0422,22.34,40.01,56.89,1.19,935.1,109.9,20218.76,32913.01,2.019
-0.8448,0.331,-7.694,-16.23,0.0331,27.27,28.85,15.35,2.86,878.9,154.8,-24714.64,-18491.45,1.869
-0.4362,0.0568,-9.091,2.646,0.033,16.31,2.1,56.52,1.67,946.0,76.5,-812.85,909.19,0.974
-0.0673,-0.8412,5.229,12.731,0.0284,23.22,53.22,57.26,3.21,831.2,168.1,33057.72,30502.08,2.253
0.6629,-0.0439,5.435,-9.291,0.0327,19.02,54.62,52.99,2.93,937.6,163.0,1371.76,-37954.3,1.895
0.4089,-0.1661,11.683,13.547,0.0424,16.9,54.29,34.04,3.05,936.0,41.4,63001.22,16036.74,2.628
0.4369,-0.6098,-2.962,-17.314,0.0323,21.67,26.15,38.99,2.06,865.1,50.3,-14135.07,-20879.77,1.854
-0.1341,0.2815,-15.369,8.368,0.044,16.36,38.56,52.24,3.24,861.8,36.6,-19174.72,42097.26,2.159
-0.2773,0.8481,-8.148,15.592,0.0439,26.58,27.2,46.67,3.9,862.7,39.3,3514.44,26618.81,1.831
-0.2321,0.1119,17.28,5.659,0.0279,22.21,3.12,37.99,4.49,933.6,163.9,3724.66,-104.61,1.05
0.8778,0.3866,3.465,-2.195,0.0285,23.56,41.37,58.94,3.93,936.4,167.9,5820.32,-7995.75,1.371
-0.8278,-0.7768,7.551,-16.384,0.0423,16.63,10.66,41.3,2.95,866.2,14.1,-3330.02,-12979.23,1.389
0.6607,-0.1482,-17.735,15.124,0.0329,16.52,7.6,58.54,1.68,903.0,108.9,-4378.82,10133.84,1.253
0.1416,-0.6906,0.655,-1.069,0.0251,24.5,54.88,3.91,3.39,839.5,103.7,5.83,-1091.02,1.091
-0.1105,0.203,-16.649,-16.956,0.0305,31.73,2.67,8.77,4.28,885.6,73.3,-2742.04,-1147.69,1.168
0.4055,0.7893,2.492,6.834,0.037,15.73,69.13,27.36,1.74,959.8,115.5,26068.68,19783.5,1.928
-0.024,0.2912,15.148,-0.654,0.041,19.14,38.07,23.4,1.9,842.2,170.8,32226.13,-23460.69,1.899
0.6722,-0.7618,16.863,-13.524,0.0277,29.65,70.81,47.07,1.52,952.7,34.8,32363.89,-63181.68,3.5
0.7213,-0.2616,1.46,-10.286,0.0272,15.3,6.06,10.06,3.58,935.4,26.1,-754.25,-3383.96,1.098
-0.1409,0.0912,-1.505,-15.678,0.0434,29.77,42.85,58.58,2.42,956.1,10.8,-20328.09,-23604.86,2.016
-0.4017,-0.1742,16.021,2.675,0.04,23.44,26.45,19.25,1.22,845.1,68.7,22492.58,-8939.62,1.717
0.1662,0.6006,6.25,4.393,0.0368,21.35,61.04,26.02,4.06,849.9,64.1,25324.75,620.93,1.837
0.7423,0.5664,-15.664,0.207,0.0404,19.57,27.29,16.85,2.95,822.4,80.4,-22551.95,16030.89,1.64
-0.5208,0.2013,-1.234,11.416,0.0336,19.35,20.23,34.97,2.16,921.5,93.1,5461.73,12935.75,1.394
0.2213,-0.2278,-9.351,12.996,0.0402,19.5,62.03,3.99,2.2,910.2,137.6,-1602.39,66233.06,2.626
0.2368,-0.4404,-1.087,4.162,0.0324,29.93,28.23,9.41,2.02,844.9,73.6,461.28,4637.44,1.284
0.4196,-0.7094,-1.603,-17.541,0.0299,27.03,3.18,44.87,2.59,930.8,62.9,-1618.6,-2937.39,1.065
-0.6632,-0.2612,2.957,7.028,0.0396,26.06,29.32,11.6,2.18,861.9,149.7,9177.48,7170.15,1.449
0.3885,-0.1563,-5.156,-2.952,0.0334,28.38,47.82,14.51,2.92,838.9,153.7,-13764.55,-1046.55,1.444
0.7363,0.3165,-12.086,2.36,0.0446,18.63,19.81,47.68,3.71,879.2,45.7,-10403.34,12172.42,1.445
-0.5766,0.2847,0.134,5.367,0.032,25.12,32.24,6.05,3.36,832.7,60.1,4056.94,7452.93,1.301
-0.4724,-0.7738,11.887,-5.391,0.0434,22.28,5.97,26.53,2.03,856.9,149.4,2066.94,-4309.32,1.123
0.8485,-0.1885,5.904,15.016,0.0437,28.08,43.17,1.87,2.85,872.0,18.9,29238.69,21121.0,2.121
-0.5742,-0.5728,-5.819,-13.177,0.0298,19.57,54.94,21.14,3.94,939.3,62.0,-34991.14,-32026.61,2.335
0.6379,-0.6177,15.679,6.174,0.041,25.58,30.93,42.09,1.24,931.0,83.5,28434.89,-6938.79,1.847
-0.0139,0.5891,14.839,-17.843,0.0337,29.88,31.42,5.86,1.27,882.0,37.7,7136.69,-34470.48,2.181
-0.455,-0.8246,-10.463,15.287,0.0434,21.24,8.18,53.36,2.95,921.4,36.5,1010.46,9354.7,1.326
0.6673,-0.1455,-16.581,-13.95,0.034,15.2,16.14,54.62,3.24,899.6,79.4,-22949.7,-3984.75,1.61
-0.0985,-0.5972,8.687,-14.584,0.0399,23.29,12.83,6.75,1.74,867.7,137.0,-1024.96,-13177.83,1.395
0.0267,0.6828,11.794,-6.012,0.0343,20.23,35.72,59.45,3.61,921.6,152.0,17277.78,-25152.77,1.768
-0.2534,0.1027,16.843,-4.552,0.0296,26.1,39.05,18.2,3.26,915.7,176.4,29164.53,-25460.98,2.126
0.1673,-0.4835,14.034,-10.285,0.029,31.12,68.43,5.5,4.23,906.7,17.9,27994.45,-46261.69,2.972
-0.6057,0.0044,3.619,3.064,0.0335,22.74,7.13,0.8,1.59,906.5,42.9,2326.64,-269.56,1.073
-0.1961,0.4167,1.082,-2.055,0.0401,22.39,43.99,24.81,3.63,915.6,137.4,-1018.98,-6165.35,1.202
0.8449,0.8246,-16.998,-16.77,0.0371,25.78,38.85,37.97,1.29,873.8,99.6,-52383.65,-12476.15,2.545
-0.4354,-0.5032,-9.12,-6.493,0.0388,15.86,38.14,20.26,2.98,941.7,62.3,-28305.02,-963.73,1.672
0.2821,0.6951,-1.454,11.176,0.0306,18.56,63.12,50.28,2.93,842.7,41.0,13274.33,38310.71,2.224
-0.3147,0.7817,4.626,6.829,0.0346,30.54,16.39,43.14,2.36,943.7,54.1,5988.42,2020.81,1.227
0.4923,0.7496,2.061,8.095,0.0259,26.06,4.85,21.33,3.96,867.9,80.1,1596.37,1566.44,0.996
-0.6644,0.2437,8.735,7.132,0.0414,14.24,49.06,44.19,1.02,837.5,36.0,35787.18,5182.8,1.815
0.8457,0.2337,-7.928,-6.805,0.0448,17.68,26.16,56.46,2.82,904.0,173.7,-18893.75,-1929.14,1.47
-0.0832,-0.1742,2.338,-14.412,0.0331,26.29,3.23,6.04,1.76,872.6,23.8,-612.12,-1957.03,1.037
-0.4751,0.4543,-14.827,-8.191,0.0252,27.76,19.6,18.71,3.6,934.2,177.5,-18649.42,-1245.36,1.575
-0.7677,0.0563,-3.108,11.944,0.0284,29.12,23.65,28.07,1.15,880.3,152.3,1901.82,15300.93,1.448
-0.5944,0.3194,9.006,17.297,0.0381,19.26,45.18,30.13,3.91,913.6,79.1,48006.49,28056.05,2.475
0.0356,-0.1288,6.962,-0.222,0.0372,30.76,14.08,32.76,3.93,863.2,134.5,3601.82,-2551.18,1.145
-0.2934,0.4167,17.663,-17.651,0.0408,23.95,30.91,18.39,3.92,849.3,122.5,10521.72,-46567.15,2.374
0.592,0.584,-7.996,-12.958,0.0301,26.54,35.77,40.2,1.53,874.3,42.3,-24371.0,-15710.87,1.955
-0.1244,-0.6364,-0.065,-6.405,0.0403,24.74,34.15,38.88,3.21,905.0,64.3,-6474.24,-10441.89,1.432
-0.4523,0.5993,-6.137,2.829,0.0388,16.21,70.18,34.88,1.05,912.0,94.8,-16446.19,26898.92,1.792
0.2109,0.0725,-2.138,-15.297,0.0315,31.34,5.19,7.27,3.97,900.9,116.6,-2480.5,-2981.68,1.175
0.3722,0.6204,12.85,15.961,0.0359,16.21,68.57,28.88,3.53,958.3,100.0,87715.4,33688.65,3.346
-0.5993,-0.1237,6.632,-4.857,0.0279,18.59,42.74,21.7,2.86,916.8,87.8,11163.94,-18270.55,1.659
-0.5983,-0.2177,13.768,14.853,0.0341,28.65,57.7,29.72,3.56,950.4,82.6,56446.03,20202.28,2.944
-0.834,0.7471,-10.674,10.099,0.0426,25.13,32.13,55.35,1.33,836.5,92.2,-5978.32,27145.5,1.717
0.4255,-0.4479,13.441,9.196,0.0334,29.09,33.77,29.09,2.85,828.6,81.0,27362.66,2750.09,1.817
0.2948,0.6196,-15.849,3.842,0.0418,23.28,63.55,1.33,2.02,863.5,99.7,-42672.02,46258.64,2.811
-0.0457,-0.0288,13.99,4.564,0.0368,20.79,64.72,26.61,4.4,839.1,160.4,59793.09,-14673.97,2.611
0.6195,0.0254,-6.153,4.968,0.0288,30.59,18.71,49.33,4.0,893.6,115.7,-4260.92,8242.87,1.274
0.5502,-0.3448,-6.675,4.634,0.0366,14.65,15.95,46.91,3.57,892.7,131.5,-4202.55,8018.82,1.29
0.1536,0.1315,0.435,1.934,0.0351,29.41,36.74,31.05,4.27,900.5,109.6,4001.63,3762.24,1.039
0.6629,-0.3146,15.865,17.511,0.033,18.15,65.02,15.36,2.21,924.3,117.5,94031.0,36348.63,3.5
-0.5295,-0.8293,-16.28,8.362,0.0274,29.28,24.56,28.17,4.15,956.0,106.2,-14369.4,17591.81,1.738
-0.6985,-0.4104,-5.32,9.97,0.0333,16.51,47.64,34.04,2.14,943.0,9.7,-22.29,32677.19,1.934
-0.4145,-0.8885,12.837,13.409,0.0265,24.44,51.57,59.99,3.56,836.6,179.9,52189.29,22858.13,2.561
-0.7972,0.861,-3.742,-10.237,0.027,29.99,56.51,38.83,3.58,867.4,10.9,-19392.08,-21626.08,1.966
0.0561,0.8383,-10.83,-14.983,0.0333,22.52,41.47,41.81,1.06,855.8,74.2,-39404.06,-21017.61,2.217
0.7859,-0.1887,-2.707,-0.616,0.0311,27.44,30.17,29.74,2.26,844.8,23.4,-3605.64,1090.86,1.197
-0.8292,0.4111,-4.12,0.507,0.0435,28.48,69.69,21.59,1.07,896.3,22.0,-11613.41,9471.23,1.445
-0.6802,-0.2775,14.955,11.851,0.0325,27.26,44.79,48.87,4.49,897.5,143.9,47596.75,11050.51,2.397
-0.086,0.308,9.43,-2.024,0.0402,30.66,53.0,29.95,1.43,851.8,79.5,15297.92,-18832.11,1.884
0.781,0.5498,0.184,2.551,0.0356,22.04,26.15,59.68,2.9,919.7,145.2,2642.44,4637.07,1.077
-0.3309,0.8042,17.581,0.975,0.0391,17.12,48.9,27.7,3.77,922.6,52.7,47083.03,-27582.78,2.35
0.013,-0.1796,-1.25,-16.625,0.0302,14.86,20.05,4.55,1.7,822.9,49.9,-10711.14,-17116.07,1.478
-0.8252,0.5099,-15.903,4.148,0.0438,18.44,19.16,41.11,2.7,875.4,49.0,-13822.75,16013.47,1.522
-0.633,-0.4213,-8.558,11.81,0.0356,16.58,52.03,3.28,3.13,944.6,112.8,-5258.25,50988.56,2.29
0.8759,0.8826,-2.301,-12.33,0.0416,24.04,38.5,15.4,1.56,892.8,147.6,-20849.35,-21851.94,1.795
0.8372,-0.8536,-12.352,3.396,0.0323,17.33,49.83,21.55,3.72,868.7,84.1,-27813.0,28022.13,2.085
-0.8911,0.1864,16.112,3.37,0.027,14.7,20.86,44.5,2.05,855.5,71.4,20459.52,-3184.97,1.492
0.8133,0.2871,9.607,-12.089,0.0385,14.65,43.91,29.91,1.74,854.1,175.4,6588.08,-49660.89,2.053
0.2504,0.3385,-8.342,-13.555,0.0252,28.97,33.08,2.2,2.95,834.0,25.4,-19545.79,-14913.76,1.99
0.6623,-0.6833,3.269,17.282,0.0345,24.65,43.79,37.2,2.44,934.4,90.2,27528.29,33437.68,2.345
-0.0815,0.7894,7.972,-3.826,0.0289,20.45,22.36,24.98,4.22,832.1,76.5,7668.4,-7661.38,1.368
0.0281,-0.5739,15.886,-9.813,0.0375,30.1,52.08,55.35,4.08,860.9,22.2,21152.33,-40896.06,2.588
-0.0201,0.221,13.739,-11.832,0.0446,15.26,58.42,30.22,2.69,826.4,51.9,17513.91,-69473.36,2.753
0.3004,-0.4992,0.547,6.034,0.0343,31.65,20.19,42.68,2.26,929.4,10.0,2391.65,4513.52,1.204
-0.6486,-0.347,9.887,3.94,0.0413,25.09,23.04,13.52,2.14,825.5,158.5,14273.42,-3308.19,1.474
-0.846,0.0836,2.237,5.168,0.0352,17.3,48.28,45.78,1.94,863.2,111.4,14930.44,10412.9,1.473
-0.3457,-0.1491,1.897,-14.832,0.0349,26.22,50.69,43.4,2.91,900.3,147.6,-15023.92,-39668.58,2.29
0.3684,-0.6116,-13.869,14.167,0.0436,27.74,51.29,54.29,3.82,877.3,96.3,-9150.92,57030.13,2.686
-0.5367,-0.5923,-13.459,-3.986,0.0428,21.73,49.79,2.51,2.09,859.5,109.9,-45212.04,15674.98,2.204
0.3122,-0.1473,1.063,-6.719,0.0407,29.51,29.5,27.13,1.67,858.5,127.6,-4861.91,-9416.0,1.35
0.8458,0.4631,-8.321,-1.355,0.0309,16.71,29.64,40.91,2.66,931.7,163.9,-15676.69,3093.91,1.419
-0.731,0.7163,-17.243,-3.958,0.0359,19.02,19.84,6.16,1.24,956.4,21.1,-20160.14,6744.71,1.548
0.3107,-0.7486,8.022,13.089,0.0295,15.68,12.98,24.93,3.45,868.7,62.9,10690.71,6201.83,1.326
-0.1012,-0.1924,-16.83,15.453,0.0339,17.8,50.48,56.56,2.81,825.5,129.1,-25434.02,73163.54,2.868
0.6627,-0.7196,3.43,-7.076,0.0347,18.3,8.52,26.44,2.74,825.1,172.7,37.78,-4017.93,1.11
-0.5811,-0.8701,1.411,13.102,0.0416,30.52,67.65,59.13,2.05,926.3,176.6,31684.53,39148.45,2.49
0.3467,0.2911,16.877,10.135,0.0429,15.41,59.87,3.88,4.17,897.3,116.7,85854.56,-5142.19,2.844
0.6086,0.1844,-0.568,15.509,0.0333,21.69,62.03,43.21,1.32,929.7,38.9,25837.73,50333.2,2.593
0.8003,-0.6066,-15.71,-9.153,0.0254,23.58,65.47,35.07,4.04,917.6,25.9,-62635.83,-9672.36,2.925
0.3298,-0.4791,1.861,2.771,0.0422,30.18,30.6,30.28,2.32,947.1,170.6,4499.43,2481.16,1.195
-0.0051,-0.8573,12.279,-8.116,0.0285,31.96,61.27,58.27,4.08,944.0,80.9,22912.12,-34475.21,2.535
0.2121,0.6029,17.887,11.667,0.0374,27.56,13.06,8.21,3.55,930.4,39.1,13868.36,1479.65,1.444
0.664,0.8544,-2.508,-17.808,0.0255,31.47,3.51,53.81,1.36,886.5,168.4,-1764.79,-3130.25,1.133
0.1271,-0.6562,-6.469,2.333,0.033,28.17,56.94,41.63,3.91,863.1,23.3,-10934.81,14416.12,1.682
-0.8453,-0.4833,14.64,-5.789,0.0447,31.34,7.24,15.91,3.39,891.0,132.7,3646.39,-5713.32,1.178
0.7757,0.6631,-11.115,-6.383,0.027,26.73,71.2,54.15,1.11,890.3,114.4,-45878.41,-6719.36,2.598
0.3411,0.7676,4.155,5.217,0.0335,15.44,49.24,26.04,1.47,905.4,20.4,18504.38,7779.09,1.511
0.3177,-0.1447,-3.394,12.653,0.0311,21.23,54.74,48.95,3.22,846.1,64.3,7681.46,40515.86,2.269
-0.5118,-0.8089,-16.521,3.931,0.0431,25.64,19.21,23.64,3.32,911.8,31.2,-11945.44,14294.41,1.532
0.286,-0.8291,-5.498,12.714,0.0424,20.31,49.17,51.13,3.61,883.9,110.8,8664.92,43178.2,2.093
-0.191,0.1331,-8.452,-8.475,0.0298,18.92,5.03,38.38,3.52,906.8,88.5,-3483.55,-1253.48,1.083
0.2722,-0.1928,6.699,0.702,0.0266,24.39,60.65,8.89,3.31,853.5,5.7,18836.72,-5862.17,1.626
-0.7081,-0.8484,16.156,-1.781,0.0375,30.8,13.87,39.15,3.68,880.8,175.7,9437.73,-8143.48,1.415
0.2841,0.1499,-8.35,-17.581,0.0317,14.63,50.82,11.89,3.01,849.4,66.2,-50842.42,-40374.91,2.568
0.8989,-0.8797,11.213,2.045,0.0384,27.85,17.71,25.01,1.91,942.5,50.2,8810.92,-3214.1,1.406
-0.8132,0.5173,-16.007,5.815,0.0256,27.01,6.79,10.63,4.19,888.3,43.9,-4543.72,3634.11,1.146
0.8589,-0.3484,1.372,3.309,0.0277,31.35,35.7,1.81,1.06,851.5,32.8,3892.1,4646.13,1.255
-0.1676,-0.8275,-15.46,8.506,0.0387,30.75,13.85,13.11,2.28,825.8,179.8,-7978.56,12401.73,1.409
0.6674,0.159,15.625,2.568,0.0292,27.72,53.06,32.41,3.55,914.6,56.6,41509.36,-13128.97,2.414
0.5083,-0.1842,9.589,-15.597,0.0422,23.37,18.63,29.15,2.5,850.1,76.0,-2346.58,-20164.71,1.539
0.1206,0.8528,5.686,-13.808,0.0262,17.68,25.97,30.34,1.09,958.5,157.5,404.57,-24759.11,1.664
0.4292,0.0796,11.66,3.473,0.0293,23.81,41.72,15.24,1.23,894.7,117.3,27319.72,-3989.02,1.853
0.6813,-0.4046,5.311,-8.101,0.045,27.78,21.95,41.27,3.27,860.5,69.5,-1068.35,-11747.19,1.281
-0.1725,0.377,16.882,-15.133,0.0337,30.12,28.46,42.4,4.38,912.1,162.2,12442.65,-34014.4,2.027
-0.3113,-0.4113,7.702,-2.534,0.0391,28.21,59.09,21.8,2.93,858.5,136.2,19062.05,-19251.07,1.772
0.3017,0.7276,15.288,1.956,0.0287,17.51,14.54,52.93,2.77,934.8,44.9,12910.93,-4059.53,1.336
0.5541,-0.2255,0.617,-6.165,0.0372,24.79,7.75,38.82,2.11,863.2,117.7,-2052.33,-2802.63,1.143
0.4721,0.0898,-13.786,7.936,0.0395,19.98,24.99,42.93,1.9,958.4,166.4,-11650.2,24238.92,1.663
0.5361,-0.809,1.014,5.176,0.0313,14.17,31.71,17.0,1.07,904.7,91.9,6522.06,7614.47,1.24
-0.116,-0.133,-13.433,-6.019,0.0416,17.6,39.99,0.54,1.96,938.2,133.4,-40060.78,6235.41,1.956
0.5721,0.5983,3.33,9.175,0.0371,16.04,28.07,51.99,2.57,830.2,174.9,15493.96,11666.83,1.431
-0.6836,0.5502,-0.63,5.353,0.0328,29.17,57.29,49.43,1.69,868.8,125.8,3490.71,13745.28,1.5
0.0801,-0.4962,4.413,4.948,0.0362,18.65,4.75,7.83,1.31,923.2,22.9,1750.77,227.95,0.999
-0.8896,-0.4931,-17.638,1.923,0.0365,19.12,32.22,22.76,3.51,911.7,47.8,-28393.51,21600.36,1.912
-0.3157,0.5711,-10.986,-17.59,0.0283,31.28,28.76,39.85,4.13,847.2,109.1,-23473.19,-16500.1,2.032
-0.2404,0.7747,-0.312,7.074,0.0331,20.82,47.33,39.3,4.28,869.9,53.2,9190.25,18205.43,1.568
-0.1869,-0.7284,16.218,-4.462,0.0319,14.17,69.64,51.69,3.16,856.9,172.6,59634.72,-57425.77,2.945
0.3518,-0.0899,-4.19,15.934,0.033,19.11,37.73,8.85,1.18,905.9,75.9,9875.78,35567.91,2.036
-0.2006,-0.2926,-2.723,11.447,0.0402,16.15,71.08,26.08,3.59,868.2,85.0,19927.49,52872.34,2.392
-0.0924,0.6672,7.729,3.157,0.0347,15.85,23.16,6.28,1.39,863.3,127.8,11604.56,-401.47,1.312
-0.4724,-0.7497,3.737,-8.921,0.0438,15.39,4.16,23.68,3.34,849.0,96.7,-642.26,-2563.22,1.093
-0.2281,-0.52,-7.239,-10.666,0.0309,24.68,13.6,1.4,3.73,877.3,71.9,-7721.45,-2881.83,1.314
-0.4909,0.4544,-3.211,-5.746,0.0333,17.41,29.66,53.95,3.54,847.4,18.4,-10649.31,-5633.72,1.247
-0.7682,-0.8077,-10.163,-0.844,0.0407,20.5,24.14,31.86,4.33,954.8,109.4,-12617.09,7851.01,1.404
0.1862,-0.0134,16.777,-7.342,0.0359,29.52,8.79,51.06,3.58,841.6,156.8,4643.21,-8183.68,1.193
0.3028,-0.1042,-13.297,0.537,0.0359,21.64,32.29,4.06,3.43,947.9,125.0,-23087.75,14715.33,1.748
0.2151,-0.2981,-4.614,-12.047,0.0261,30.48,25.67,14.03,1.92,880.0,71.8,-11496.95,-11182.84,1.59
-0.0657,-0.1898,-17.07,17.198,0.033,22.96,10.58,15.93,4.24,872.9,27.4,-3476.65,13306.89,1.397
-0.2164,0.0539,-10.016,-14.115,0.0304,21.18,22.73,23.51,1.63,852.4,147.9,-21821.77,-11874.68,1.65
0.654,-0.6095,10.097,15.55,0.045,27.51,64.05,48.27,4.17,909.0,169.8,67444.8,25929.31,2.874
0.0343,0.1296,-10.758,14.889,0.0312,15.32,23.14,23.5,2.09,916.0,72.9,-4180.2,27039.85,1.757
-0.0375,0.5498,-15.118,0.913,0.0427,15.61,51.98,12.68,1.46,885.5,132.5,-43687.04,37455.71,2.347
-0.8538,0.4683,-0.92,8.097,0.0385,25.74,44.84,4.37,3.89,827.8,76.9,9581.56,17541.71,1.667
-0.2858,-0.623,-17.641,-2.302,0.0318,22.76,31.9,5.23,1.01,948.6,92.9,-31351.44,11180.23,2.02
-0.2156,-0.6314,-14.948,4.681,0.0359,28.23,18.73,45.72,3.91,957.2,151.4,-11052.92,11975.2,1.428
-0.1821,-0.4173,11.075,-5.739,0.0418,30.49,27.83,26.97,1.92,880.3,19.6,7398.9,-14245.62,1.623
0.1443,-0.2501,9.773,-7.158,0.0427,20.99,43.45,43.71,4.1,905.9,97.8,12319.72,-31554.82,1.951
0.0605,-0.1648,14.945,2.816,0.0282,24.74,26.55,41.1,3.42,883.0,42.6,21422.95,-5176.73,1.598
0.1942,0.3235,12.763,-0.067,0.0318,23.01,17.04,8.55,3.33,865.1,64.5,11445.93,-6809.46,1.354
0.4768,-0.798,6.594,2.863,0.0317,31.67,10.15,9.0,2.28,830.8,117.8,3893.95,-159.84,1.103
0.5634,-0.8376,-16.116,-7.68,0.0258,28.96,63.58,45.44,1.21,883.8,9.8,-51527.39,-3319.77,2.935
0.3926,-0.1946,10.183,-4.79,0.037,30.41,32.82,43.42,3.91,934.6,108.9,9481.67,-15976.64,1.496
0.8199,0.3549,12.438,-14.98,0.0421,18.58,45.76,22.99,1.6,822.4,54.6,6001.01,-58328.13,2.576
-0.8672,-0.5518,10.767,-16.118,0.0326,27.91,36.33,5.11,2.3,901.5,122.2,4264.15,-36949.89,2.168
